0	1	28
0	2	2
0	6	14
0	7	2
0	32	7
0	38	2
0	39	2
0	40	2
0	43	1
0	44	1
0	45	1
0	46	1
0	47	1
0	48	1
0	49	1
0	50	1
0	51	4
0	52	1
0	53	2
0	54	1
0	55	6
0	56	2
0	57	1
0	58	1
0	59	3
0	60	2
0	61	4
0	62	3
0	63	1
0	64	1
0	65	1
0	66	1
0	67	1
0	68	3
0	69	1
0	70	1
0	71	1
0	72	1
0	73	1
0	74	4
0	75	1
0	76	1
0	77	3
0	78	4
0	79	1
0	80	2
0	81	1
0	82	1
1	116	23
1	117	2
1	118	7
1	119	7
1	121	3
1	122	3
1	123	3
1	130	2
1	131	2
1	132	2
1	134	2
1	135	2
1	137	2
1	138	3
1	139	2
1	140	2
1	141	4
1	142	3
1	143	3
1	144	3
1	145	3
1	146	3
1	147	4
1	209	3
1	215	7
1	216	5
1	222	1
1	223	1
1	224	1
1	225	1
1	226	1
1	227	3
1	228	1
1	229	1
1	230	1
1	231	1
1	232	1
1	233	1
1	234	1
1	235	1
1	236	1
1	237	1
1	238	1
1	239	1
1	240	1
1	241	1
1	242	1
1	243	1
1	244	1
1	245	1
1	246	1
1	247	1
1	248	1
1	249	1
1	250	1
1	251	1
1	252	1
1	253	2
1	254	2
1	255	1
1	256	1
1	257	2
1	258	2
1	259	3
1	260	1
1	261	1
1	262	1
1	263	1
1	264	1
1	265	1
1	266	2
1	267	1
1	268	2
1	269	1
1	270	1
1	271	1
1	272	1
1	273	1
1	274	1
1	275	1
1	276	2
1	277	1
1	278	2
1	279	2
1	280	1
1	281	2
1	282	2
1	283	2
1	284	1
1	285	1
1	286	1
1	287	1
1	288	1
1	289	1
1	290	1
1	291	1
1	292	1
1	293	1
1	294	1
1	295	1
1	296	1
1	297	2
1	298	1
1	299	1
1	300	1
1	301	1
1	302	1
1	303	1
1	304	1
1	305	1
1	306	1
1	307	1
1	308	1
1	309	1
2	388	3
2	393	10
2	395	2
2	405	5
2	406	1
2	407	1
2	408	1
2	409	2
2	410	1
2	411	2
2	412	1
2	413	1
2	414	1
2	415	1
2	416	5
2	417	3
2	418	1
2	419	3
2	420	1
2	421	2
2	422	1
2	423	2
2	424	1
2	425	1
2	426	1
2	427	1
3	450	2
3	451	1
3	452	2
3	453	2
3	454	1
3	455	1
3	456	1
3	457	1
3	458	1
3	459	2
3	460	1
4	1	21
4	2	1
4	3	1
4	6	5
4	34	1
4	39	1
4	52	1
4	59	1
4	60	3
4	61	1
4	476	1
4	477	2
4	478	2
4	479	1
4	480	2
4	481	1
5	8	1
5	9	1
5	493	4
5	499	1
5	500	1
5	501	1
5	502	1
6	512	3
6	513	3
6	514	3
6	521	1
6	522	7
6	523	1
6	524	1
6	525	1
6	526	1
6	527	1
6	528	1
6	529	1
7	512	2
7	513	3
7	514	4
7	518	1
7	522	4
7	534	1
7	535	1
8	539	10
8	553	3
8	555	2
8	563	1
8	564	1
8	565	1
8	566	1
8	567	1
8	568	1
8	569	1
8	570	1
8	571	1
8	572	1
8	573	1
8	574	1
8	575	1
8	576	1
8	577	1
8	578	1
8	579	1
8	580	1
8	581	1
8	582	1
8	583	1
8	584	1
8	585	1
8	586	1
8	587	1
9	640	1
9	641	2
9	642	1
9	643	1
9	388	1
9	645	1
9	646	1
9	647	1
9	8	3
9	649	1
9	10	1
9	651	1
9	652	1
9	653	1
9	654	1
9	655	1
9	16	1
9	18	4
9	644	1
9	111	1
9	28	1
9	555	1
9	648	1
9	650	1
9	62	3
9	195	2
9	200	1
9	206	1
9	207	2
10	672	2
10	673	1
10	674	1
10	27	2
10	676	1
10	655	1
10	657	2
10	658	3
10	659	2
10	675	1
11	52	2
11	59	2
11	61	3
11	74	1
11	80	2
11	109	1
11	114	1
11	680	4
11	687	2
11	691	3
11	710	2
11	716	1
11	717	1
11	718	1
11	719	1
11	720	1
11	721	1
11	722	1
11	723	1
11	724	1
11	725	1
11	726	1
11	727	1
11	728	1
11	729	1
11	730	5
11	731	1
11	732	1
11	733	1
11	734	1
11	735	5
11	736	1
11	737	1
11	738	1
11	739	1
11	740	1
11	741	1
11	742	1
11	743	1
11	744	1
11	745	1
11	746	1
11	747	1
11	748	1
11	749	1
11	750	1
11	751	1
11	752	1
11	753	1
11	754	1
11	755	1
11	756	1
11	757	1
11	758	1
11	759	1
12	800	1
12	801	2
12	802	1
12	803	1
12	804	1
12	805	1
12	806	1
13	6	1
13	8	13
13	15	1
13	17	1
13	22	1
13	23	1
13	27	3
13	29	1
13	40	1
13	60	1
13	61	5
13	69	1
13	70	1
13	71	2
13	90	1
13	451	1
13	463	1
13	469	1
13	476	1
13	477	4
13	479	1
13	481	2
13	487	2
13	503	3
13	505	1
13	609	1
13	648	1
13	650	2
13	653	1
13	654	1
13	655	2
13	656	2
13	666	1
13	668	2
13	675	2
13	692	1
13	694	1
13	727	1
13	729	1
13	730	2
13	739	1
13	742	1
13	748	1
13	750	1
13	751	2
13	768	2
13	769	1
13	773	1
13	783	1
