0	1	28
0	2	2
0	6	14
0	7	2
0	32	7
0	38	2
0	39	2
0	40	2
0	43	1
0	44	1
0	45	1
0	46	1
0	47	1
0	48	1
0	49	1
0	50	1
0	51	4
0	52	1
0	53	2
0	54	1
0	55	6
0	56	2
0	57	1
0	58	1
0	59	3
0	60	2
0	61	4
0	62	3
0	63	1
0	64	1
0	65	1
0	66	1
1	116	23
1	117	2
1	118	7
1	119	7
1	121	3
1	122	3
1	123	3
1	130	2
1	131	2
1	132	2
1	134	2
1	135	2
1	137	2
1	138	3
1	139	2
1	140	2
1	141	4
1	142	3
1	143	3
1	144	3
1	145	3
1	146	3
1	147	4
1	209	3
1	215	7
1	216	5
1	222	1
1	223	1
1	224	1
1	225	1
1	226	1
1	227	3
1	228	1
1	229	1
1	230	1
1	231	1
1	232	1
1	233	1
1	234	1
1	235	1
1	236	1
1	237	1
1	238	1
1	239	1
1	240	1
1	241	1
1	242	1
1	243	1
1	244	1
1	245	1
1	246	1
1	247	1
1	248	1
1	249	1
1	250	1
1	251	1
1	252	1
1	253	2
1	254	2
1	255	1
1	256	1
1	257	2
1	258	2
1	259	3
1	260	1
1	261	1
1	262	1
1	263	1
1	264	1
1	265	1
1	266	2
1	267	1
1	268	2
1	269	1
1	270	1
1	271	1
2	388	3
2	393	10
2	395	2
2	405	5
2	406	1
2	407	1
2	408	1
2	409	2
2	410	1
2	411	2
2	412	1
2	413	1
2	414	1
2	415	1
2	416	5
2	417	3
2	418	1
3	450	2
3	451	1
3	452	2
3	453	2
3	454	1
3	455	1
3	456	1
4	1	21
4	2	1
4	3	1
4	6	5
4	34	1
4	39	1
4	52	1
4	59	1
4	60	3
4	61	1
4	476	1
5	8	1
5	9	1
5	493	4
5	499	1
6	512	3
6	513	3
6	514	3
6	521	1
6	522	7
6	523	1
6	524	1
6	525	1
7	512	2
7	513	3
7	514	4
7	518	1
8	539	10
8	553	3
8	555	2
8	563	1
8	564	1
8	565	1
8	566	1
8	567	1
8	568	1
8	569	1
8	570	1
8	571	1
8	572	1
8	573	1
8	574	1
8	575	1
8	576	1
8	577	1
9	640	1
9	641	2
9	642	1
9	643	1
9	388	1
9	645	1
9	646	1
9	647	1
9	8	3
9	649	1
9	10	1
9	651	1
9	652	1
9	653	1
9	654	1
9	655	1
9	16	1
9	18	4
9	644	1
10	672	2
10	673	1
10	674	1
10	27	2
10	676	1
10	655	1
11	52	2
11	59	2
11	61	3
11	74	1
11	80	2
11	109	1
11	114	1
11	680	4
11	687	2
11	691	3
11	710	2
11	716	1
11	717	1
11	718	1
11	719	1
11	720	1
11	721	1
11	722	1
11	723	1
11	724	1
11	725	1
11	726	1
11	727	1
11	728	1
11	729	1
11	730	5
11	731	1
11	732	1
11	733	1
11	734	1
11	735	5
11	736	1
11	737	1
11	738	1
11	739	1
11	740	1
12	800	1
12	801	2
12	802	1
12	803	1
13	6	1
13	8	13
13	15	1
13	17	1
13	22	1
13	23	1
13	27	3
13	29	1
13	40	1
13	60	1
13	61	5
13	69	1
13	70	1
13	71	2
13	90	1
13	451	1
13	463	1
13	469	1
13	476	1
13	477	4
13	479	1
13	481	2
13	487	2
13	503	3
13	505	1
13	609	1
13	648	1
13	650	2
13	653	1
13	654	1
13	655	2
13	656	2
13	666	1
13	668	2
13	675	2
13	692	1
13	694	1
13	727	1
13	729	1
13	730	2
13	739	1
13	742	1
13	748	1
13	750	1
13	751	2
13	768	2
13	769	1
13	773	1
13	783	1
13	792	1
13	793	1
13	803	2
13	813	3
13	814	2
13	816	3
13	818	8
13	819	2
13	821	3
13	822	3
13	823	2
13	824	11
13	839	3
13	841	2
13	859	4
13	865	2
13	879	2
13	897	2
13	902	4
13	904	2
13	926	2
13	934	2
13	936	2
13	940	2
13	953	2
13	954	2
13	966	2
13	971	2
13	975	2
13	1000	1
13	1001	2
13	1002	1
13	1003	2
13	1004	1
13	1005	2
13	1006	1
13	1007	2
13	1008	2
13	1009	1
13	1010	1
13	1011	1
13	1012	1
13	1013	1
13	1014	1
13	1015	1
13	1016	1
13	1017	1
13	1018	1
13	1019	1
13	1020	1
13	1021	1
13	1022	1
13	1023	1
13	1024	1
13	1025	1
13	1026	1
13	1027	1
13	1028	1
13	1029	1
13	1030	2
13	1031	4
13	1032	2
13	1033	1
13	1034	1
13	1035	1
13	1036	1
13	1037	1
13	1038	1
13	1039	1
13	1040	1
13	1041	1
13	1042	1
13	1043	1
13	1044	1
13	1045	1
13	1046	1
13	1047	1
13	1048	1
13	1049	1
13	1050	1
13	1051	1
13	1052	1
13	1053	1
13	1054	1
13	1055	2
13	1056	1
13	1057	1
13	1058	2
13	1059	1
13	1060	1
13	1061	1
13	1062	1
13	1063	1
13	1064	1
13	1065	1
13	1066	1
13	1067	1
13	1068	1
13	1069	1
13	1070	1
13	1071	1
13	1072	1
13	1073	1
13	1074	1
13	1075	1
13	1076	1
13	1077	1
13	1078	1
13	1079	1
13	1080	1
13	1081	1
13	1082	1
13	1083	1
13	1084	1
